State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Sex_ratio,literacy_rate
West Bengal,Birbhum,24.06389343,87.65153089,334,3502404,1790920,1711484,2158447,5210,95.56451433,61.62758494
West Bengal,Dakshin Dinajpur,25.34209436,88.6982168,331,1676276,857199,819077,1083685,2518,95.55272463,64.6483634
West Bengal,Darjiling,26.83961957,88.33145067,327,1846823,937259,909564,1315585,10943,97.04510706,71.23503443
West Bengal,Haora,22.40167417,87.99421177,341,4850029,2500819,2349210,3605206,30751,93.93762603,74.33369986
West Bengal,Hugli,22.87929265,88.00010265,338,5519145,2814653,2704492,4078388,31725,96.08616053,73.89528632
West Bengal,Jalpaiguri,26.62642031,89.04154375,328,3872846,1983064,1889782,2498780,9322,95.2960671,64.52051024
West Bengal,Kolkata,22.55058148,88.35276481,342,4496694,2356766,2139928,3588137,136618,90.79934113,79.7950005
West Bengal,Maldah,25.08026803,88.17191685,332,3988845,2051541,1937304,2086432,5357,94.43164918,52.30667023
West Bengal,Murshidabad,24.25950655,88.1681686,333,7103807,3627564,3476243,4055834,7951,95.82857808,57.093809
West Bengal,Nadia,23.56410971,88.58293035,336,5167600,2653768,2513832,3480555,12787,94.72689399,67.35341358
West Bengal,Puruliya,23.25419233,86.39685329,340,2930115,1496996,1433119,1624905,3551,95.73298793,55.45533196
West Bengal,Uttar Dinajpur,26.04461917,88.23595232,330,3007134,1551066,1456068,1489667,2883,93.87530898,49.53776586
